Sentence #	Word	POS	Tag	
	going	V	B-ADR
	though	P	I-ADR
	hell.	N	I-ADR
	0	0	O
Sentence: 77	today	N	O
	was	V	O
	hard	A	O
	-	,	O
	arguing	V	O
	with	P	O
	a	D	O
	professional.	A	O
	was	V	O
	told	V	O
	seroquel	^	O
	doesnÆt	^	O
	make	V	O
	you	O	O
	put	V	B-ADR
	on	P	I-ADR
	weight	N	I-ADR
	-	,	O
	i	O	O
	and	&	O
	my	D	O
	extra	A	B-ADR
	20kg	N	I-ADR
	beg	V	O
	to	P	O
	differ.	V	O
	0	0	O
Sentence: 78	@URL	@	O
	it's	L	O
	ok,	!	O
	i	O	O
	guess	V	O
	it's	L	O
	just	R	O
	a	D	O
	case	N	O
	of	P	O
	trial	N	O
	and	&	O
	error	N	O
	with	P	O
	antidepressants.	N	O
	coming	V	B-ADR
	off	T	I-ADR
	venlafaxine	^	I-ADR
	has	V	O
	been	V	O
	so	R	O
	nasty	A	O
	:(	E	O
	0	0	O
Sentence: 79	@URL	@	O
	@URL	@	O
	dr	^	O
	said	V	O
	i	O	O
	have	V	O
	blood,	N	B-ADR
	puss,	N	I-ADR
	red	A	O
	n	&	O
	white	A	O
	blood	N	O
	cells	N	O
	in	P	O
	my	D	O
	urine.	N	O
	gave	V	O
	me	O	O
	cipro	N	O
	n	&	O
	told	V	O
	me	O	O
	to	P	O
	see	V	O
	urologist	N	O
	monday	N	O
	0	0	O
Sentence: 80	@URL	@	O
	i	O	O
	can't	V	O
	believe	V	O
	how	R	O
	long	A	O
	it	O	O
	takes	V	O
	to	P	O
	be	V	O
	symptom	N	B-ADR
	free	A	I-ADR
	from	P	O
	this	D	O
	shit	N	O
	#paxil	#	O
	0	0	O
Sentence: 81	seroquel	^	O
	aka	G	O
	wake	V	B-ADR
	up	T	I-ADR
	at	P	I-ADR
	2:30	$	I-ADR
	and	&	O
	waste	N	O
	half	N	B-ADR
	your	D	I-ADR
	day	N	I-ADR
	sleeping.	V	I-ADR
	0	0	O
Sentence: 82	took	V	O
	25	$	O
	pills	N	O
	of	P	O
	lamictal	^	O
	cause	P	O
	that	D	O
	shit	N	O
	will	V	O
	fuck	V	O
	you	O	O
	up.	V	O
	yo	D	O
	eyes	N	B-ADR
	are	V	I-ADR
	outta	P	I-ADR
	focus	N	I-ADR
	and	&	O
	you	O	O
	can't	V	B-ADR
	walk	V	I-ADR
	straight	R	I-ADR
	but	&	O
	your	D	O
	happy	A	O
	as	P	O
	hell.	N	O
	0	0	O
Sentence: 83	@URL	@	O
	i	O	O
	had	V	O
	a	D	O
	year	N	O
	on	P	O
	prozac	^	O
	which	D	O
	ruined	V	B-ADR
	my	D	I-ADR
	creativity	N	I-ADR
	too	R	O
	-	,	O
	my	D	O
	memory	N	B-ADR
	now	R	I-ADR
	is	V	I-ADR
	awful	A	I-ADR
	-	,	O
	pregabalin	N	O
	does	V	O
	it	O	O
	but	&	O
	it's	L	O
	worth	A	O
	it!!!	O	O
	0	0	O
Sentence: 84	i	O	O
	hate	V	O
	#zoloft	N	O
	because	P	O
	it	O	O
	makes	V	O
	me	O	O
	crazy	A	O
	revved	V	O
	up	T	O
	but	&	O
	i	O	O
	also	R	O
	hate	V	O
	#lamictal	A	O
	because	P	O
	it	O	O
	gives	V	O
	me	O	O
	""stupid	A	B-ADR
	head"".	N	I-ADR
	ah,	!	O
	bipolar	A	B-ADR
	i	O	I-ADR
	disorder	V	I-ADR
	?	,	O
	0	0	O
Sentence: 85	@URL	@	O
	i	O	O
	started	V	O
	out	T	O
	with	P	O
	lyrica	^	O
	but	&	O
	i	O	O
	could	V	O
	no	D	O
	longer	N	O
	afford	V	O
	it	O	O
	&	&	O
	it	O	O
	made	V	O
	me	O	O
	bloated.	A	B-ADR
	tried	V	O
	cymbalta	N	O
	&	&	O
	my	D	O
	heart	N	B-ADR
	was	V	I-ADR
	beating	V	I-ADR
	wicked	A	I-ADR
	fast	A	I-ADR
	0	0	O
Sentence: 86	i	O	O
	am	V	O
	so	R	O
	tired	A	B-ADR
	right	R	O
	now.	R	O
	like	P	O
	i	O	O
	feel	V	O
	like	P	O
	i	O	O
	used	V	O
	to	P	O
	when	R	O
	i	O	O
	used	V	O
	to	P	O
	take	V	O
	seroquel	^	O
	and	&	O
	lithium.	N	O
	i	O	O
	haven't	V	O
	been	V	O
	this	O	O
	tired	A	O
	naturally	R	O
	ever	R	O
	0	0	O
Sentence: 87	i	O	O
	eat	V	O
	my	D	O
	trazodone	N	O
	and	&	O
	go	V	O
	to	P	O
	bed;	N	O
	wake	V	O
	up	T	O
	in	P	O
	the	D	O
	morning	N	O
	with	P	O
	holes	N	B-ADR
	in	P	I-ADR
	my	D	I-ADR
	head	N	I-ADR
	0	0	O
Sentence: 88	@URL	@	O
	sure	A	O
	is!	V	O
	i	O	O
	no	R	O
	longer	R	O
	even	R	O
	own	A	O
	a	D	O
	car	N	O
	after	P	O
	being	V	O
	crippled	A	B-ADR
	by	P	O
	cipro	N	O
	(a	G	O
	bayer	^	O
	product!).	N	O
	who	O	O
	needs	V	O
	a	D	O
	car	N	O
	when	R	O
	you	O	O
	can't	V	B-ADR
	walk!?	V	I-ADR
	0	0	O
Sentence: 89	@URL	@	O
	yeah,	!	O
	i	O	O
	couldn't	V	O
	function	N	O
	without	P	O
	sleep	N	O
	so	P	O
	i	O	O
	understand.	V	O
	with	P	O
	fluoxetine,	^	O
	im	L	O
	not	R	B-ADR
	sleeping	V	I-ADR
	as	P	O
	well,	R	O
	but	&	O
	still	R	O
	sleeping	V	O
	x	E	O
	0	0	O
Sentence: 90	@URL	@	O
	thanks	N	O
	:)	E	O
	i	O	O
	so	R	O
	wanted	V	O
	venlafaxine	V	O
	to	P	O
	work	V	O
	cos	P	O
	at	P	O
	least	A	O
	it	O	O
	didnÆt	V	O
	increase	V	B-ADR
	my	D	I-ADR
	appetite	N	I-ADR
	like	P	O
	citalopram	^	B-ADR
	did.	V	O
	0	0	O
Sentence: 91	time	N	O
	for	P	O
	my	D	O
	daily	A	O
	afternoon	N	O
	relaxation	N	B-ADR
	ritual	N	O
	of	P	O
	smoking	V	O
	weed,	N	O
	taking	V	O
	2	$	O
	mgs	N	O
	of	P	O
	clonazepam,	^	O
	and	&	O
	400	$	O
	mg	N	O
	of	P	O
	seroquel	^	O
	xr.	^	O
	0	0	O
Sentence: 92	got	V	O
	a	D	O
	script	N	O
	of	P	O
	cipro	N	O
	for	P	O
	a	D	O
	uti	N	B-ADR
	for	P	O
	#motherday.	#	O
	lol,	!	O
	thank	V	O
	god	^	O
	for	P	O
	walk	V	O
	in	P	O
	clinics.	N	O
	0	0	O
Sentence: 93	@URL	@	O
	@URL	@	O
	wow	!	O
	paxil	^	O
	sent	V	O
	me	O	O
	into	P	O
	a	D	O
	huge	A	O
	hypo	A	B-ADR
	manic	A	I-ADR
	mixed	A	I-ADR
	episode.	N	I-ADR
	0	0	O
Sentence: 94	@URL	@	O
	i	O	O
	take	V	O
	quetiapine	^	O
	and	&	O
	it's	L	O
	supposed	A	O
	to	P	O
	just	R	O
	relax	V	O
	me	O	O
	i	O	O
	end	V	O
	up	T	O
	falling	V	B-ADR
	asleep	R	I-ADR
	within	P	O
	2	$	O
	hours.	N	O
	my	D	O
	brain's	N	B-ADR
	always	R	I-ADR
	scattered	A	I-ADR
	haha	!	O
	0	0	O
Sentence: 95	ah,	!	O
	the	D	O
	sunday	^	O
	night	N	O
	sleep...my	V	B-ADR
	worst	A	O
	enemy.	N	O
	do	V	O
	work	N	O
	trazodone	N	O
	#zzzzzzz	#	O
	0	0	O
Sentence: 96	i	O	O
	do	V	O
	wonder	V	O
	of	P	O
	that	D	O
	achille's	Z	B-ADR
	will	V	O
	ever	R	O
	recover	V	O
	fully	R	O
	from	P	O
	the	D	O
	cipro.	N	O
	0	0	O
Sentence: 97	i	O	O
	feel	V	O
	like	P	O
	a	D	O
	drug	N	O
	addict	N	O
	taking	V	O
	seroquel	^	O
	every	D	O
	night..	N	O
	but	&	O
	oh	!	O
	well,	!	O
	great	A	O
	sleep	N	O
	beats	V	O
	no	D	B-ADR
	sleep.	N	I-ADR
	except	P	O
	the	D	O
	shitty	A	B-ADR
	feeling	V	I-ADR
	when	R	I-ADR
	you	O	I-ADR
	wake	V	I-ADR
	up	T	I-ADR
	0	0	O
Sentence: 98	@URL	@	O
	i'm	L	O
	in	P	O
	so	R	O
	much	A	O
	pain	N	O
	now...	R	O
	tendonitis,	N	O
	headaches,	N	B-ADR
	cognitive	A	I-ADR
	issues...	N	I-ADR
	i	O	O
	feel	V	O
	violated.	V	O
	#cipro	N	O
	0	0	O
Sentence: 99	@URL	@	O
	coming	V	O
	off	T	O
	the	D	O
	lamotrigine.	^	O
	it's	L	O
	not	R	O
	acceptable	A	O
	to	P	O
	be	V	O
	in	P	O
	pain	N	B-ADR
	most	R	O
	of	P	O
	the	D	O
	time.	N	O
	struggled	V	B-ADR
	to	P	I-ADR
	get	V	I-ADR
	out	P	I-ADR
	of	P	I-ADR
	the	D	I-ADR
	bath	N	I-ADR
	on	P	O
	sat	^	O
	0	0	O
Sentence: 100	the	D	O
	drugs	N	O
	don't	V	O
	work!!!	V	O
	from	P	O
	fit	N	O
	to	P	O
	hobbling	V	B-ADR
	in	P	O
	a	D	O
	few	A	O
	days.	N	O
	off	P	O
	the	D	O
	pills	N	O
	but	&	O
	may	V	O
	need	V	O
	wks	N	O
	to	P	O
	recover	V	O
	&	&	O
	be	V	O
	prone	A	O
	to	P	O
	ruptures	V	B-ADR
	#ciprofloxacin	#	O
	0	0	O
Sentence: 101	questionable	A	O
	x-ray	N	O
	result.	N	O
	nothing	N	O
	a	D	O
	little	A	O
	levaquin	N	O
	won't	V	O
	help.	V	O
	oh	!	O
	yeah	!	O
	and	&	O
	the	D	O
	cough	N	B-ADR
	meds	N	O
	with	P	O
	codeine.	N	O
	0	0	O
Sentence: 102	@URL	@	O
	my	D	O
	mom	N	O
	is	V	O
	aged	A	O
	72.	$	O
	she	O	O
	changed	V	O
	anti-depressants	N	B-ADR
	from	P	O
	aspen	^	O
	trazodone	^	O
	to	P	O
	zoloft.	V	O
	she	O	O
	has	V	O
	itchy	A	O
	scalp	N	O
	&	&	O
	hairloss.	N	B-ADR
	could	V	O
	this	O	O
	be	V	O
	0	0	O
Sentence: 103	weird	A	O
	thing	N	O
	about	P	O
	paxil:	^	O
	feeling	V	O
	fully	R	O
	awake	A	O
	and	&	O
	energized	V	O
	and	&	O
	feeling	V	O
	completely	R	O
	tired	A	B-ADR
	and	&	O
	half-asleep	A	B-ADR
	at	P	O
	the	D	O
	same	A	O
	time.	N	O
	0	0	O
Sentence: 104	#tysabri	#	O
	really	R	O
	takes	V	B-ADR
	it	O	I-ADR
	out	T	I-ADR
	on	P	O
	me.	O	O
	spent	V	O
	most	R	O
	of	P	O
	the	D	O
	day	N	O
	sleeping.	V	B-ADR
	0	0	O
Sentence: 105	does	V	O
	nicotine	N	O
	gum	N	O
	actually	R	O
	help	V	O
	with	P	O
	quitting	V	B-ADR
	smoking..?	V	I-ADR
	0	0	O
Sentence: 106	third	A	O
	night	N	O
	of	P	O
	diarrhea	N	B-ADR
	and	&	O
	first	A	O
	dose	N	O
	of	P	O
	norfloxacin,	^	O
	gosh..	!	O
	gonna	V	O
	die	V	O
	of	P	O
	dehydration	N	O
	0	0	O
Sentence: 107	prescribed	V	O
	wellbutrin	A	O
	and	&	O
	got	V	O
	an	D	O
	okay	A	O
	to	P	O
	get	V	O
	off	T	O
	effexor	G	O
	as	R	O
	fast	A	O
	as	P	O
	possible.	A	O
	to	P	O
	be	V	O
	on	P	O
	the	D	O
	look	N	O
	out	P	O
	for	P	O
	symptoms	N	O
	of	P	O
	mania..	N	B-ADR
	in	P	O
	case	N	O
	#bipolar	#	B-ADR
	0	0	O
Sentence: 108	nicotine	N	O
	is	V	O
	so	R	O
	stress	N	B-ADR
	relieving.	V	I-ADR
	0	0	O
Sentence: 109	i	O	O
	wish	V	O
	everyone	N	O
	i	O	O
	loved	V	O
	wasn't	V	O
	addicted	A	B-ADR
	to	P	O
	nicotine.	N	O
	0	0	O
Sentence: 110	you	O	O
	guys	N	O
	are	V	O
	going	V	O
	to	P	O
	have	V	O
	to	P	O
	hear	V	O
	about	P	O
	my	D	O
	withdrawal	N	B-ADR
	from	P	O
	paxil.	^	O
	unfollow	N	O
	while	P	O
	you	O	O
	have	V	O
	the	D	O
	chance!!!	N	O
	day	N	O
	one....	$	O
	0	0	O
Sentence: 111	the	D	O
	nicotine	N	O
	in	P	O
	chewing	V	O
	tobacco	N	O
	is	V	O
	a	D	O
	deadly	A	O
	poison	N	B-ADR
	and	&	O
	it	O	O
	kills	V	B-ADR
	your	D	I-ADR
	taste	N	I-ADR
	buds.	N	I-ADR
	0	0	O
Sentence: 112	104.)	$	O
	this	O	O
	is	V	O
	a	D	O
	pic	N	O
	of	P	O
	me	O	O
	during	P	O
	my	D	O
	depression...	N	B-ADR
	spikey	A	O
	dread	N	O
	curls...	N	O
	heavy	A	O
	metal...	N	O
	prozac.	N	O
	bass	N	O
	guitar	N	O
	http://t.co/dompmwdvbt	U	O
	0	0	O
Sentence: 113	nicotine	N	O
	is	V	O
	literally	R	O
	poison.	N	B-ADR
	but	&	O
	sometimes	R	O
	you	O	O
	gotta	V	O
	find	V	O
	out	T	O
	the	D	O
	hard	A	O
	way.	N	O
	#headache	#	B-ADR
	0	0	O
Sentence: 114	gotta	V	O
	thank	V	O
	the	D	O
	lord	N	O
	for	P	O
	the	D	O
	weed	N	O
	and	&	O
	the	D	O
	nicotine,	N	O
	i	O	O
	can't	V	O
	sleep	V	B-ADR
	close	A	O
	my	D	O
	eyes	N	O
	and	&	O
	see	V	O
	wicked	A	O
	things	N	O
	0	0	O
Sentence: 115	the	D	O
	nicotine	N	B-ADR
	beast	N	I-ADR
	has	V	I-ADR
	me	O	I-ADR
	firmly	R	I-ADR
	gripped	V	I-ADR
	in	P	I-ADR
	it's	L	I-ADR
	gnarled	A	I-ADR
	yellow	A	I-ADR
	claw.	N	I-ADR
	#resistanceisfutile	#	O
	0	0	O
Sentence: 116	i	O	O
	shivering	V	B-ADR
	like	P	O
	mad	A	O
	,	,	O
	time	N	O
	to	P	O
	have	V	O
	nicotine	N	O
	.	,	O
	muahahhaha	!	O
	.	,	O
	0	0	O
Sentence: 117	if	P	O
	you	O	O
	can't	V	O
	sleep	V	B-ADR
	in	P	O
	a	D	O
	high	A	O
	stress	N	O
	job,	N	O
	the	D	O
	latest	A	O
	best	A	O
	thing,	N	O
	under	P	O
	the	D	O
	care	N	O
	of	P	O
	a	D	O
	qualified	A	O
	physician,	N	O
	is	V	O
	low	A	O
	dose	N	O
	quetiapine	G	O
	(seroquel).	G	O
	0	0	O
Sentence: 118	@URL	@	O
	nicotine	N	O
	high	N	B-ADR
	lol	!	O
	i'm	L	O
	like	P	O
	fragile	A	O
	or	&	O
	s/t	N	O
	and	&	O
	it	O	O
	gets	V	O
	to	P	O
	me	O	O
	0	0	O
Sentence: 119	what	O	O
	idiot	N	O
	named	V	O
	it	O	O
	prozac	V	O
	instead	R	O
	of	P	O
	sadvil	^	B-ADR
	0	0	O
Sentence: 120	put	V	O
	a	D	O
	lozenge	N	O
	in	P	O
	my	D	O
	mouth	N	O
	to	P	O
	stop	V	O
	me	O	O
	coughing	V	B-ADR
	at	P	O
	like	P	O
	5am,	$	O
	woke	V	O
	up	T	O
	just	R	O
	now	R	O
	and	&	O
	a	D	O
	bit	N	O
	was	V	O
	still	R	O
	there	R	O
	#choke	#	O
	0	0	O
Sentence: 121	@URL	@	O
	count	V	O
	kum	V	O
	hai,	!	O
	can't	V	O
	avoid	V	O
	it	O	O
	being	V	O
	a	D	O
	nicotine	N	O
	addict.	N	B-ADR
	:/	E	O
	0	0	O
Sentence: 122	so	R	O
	glad	A	O
	i'm	L	O
	off	P	O
	#effexor,	#	O
	so	R	O
	sad	A	O
	it	O	O
	ruined	V	B-ADR
	my	D	I-ADR
	teeth.	N	I-ADR
	#tip	N	O
	please	V	O
	be	V	O
	carefull	A	O
	w/	P	O
	taking	V	O
	#antideppresiva	^	B-ADR
	and	&	O
	read	V	O
	about	P	O
	it	O	O
	1st!	A	O
	#venlafaxine	#	O
	0	0	O
Sentence: 123	fibro	^	B-ADR
	question:	N	O
	who	O	O
	has	V	O
	been	V	O
	on	P	O
	the	D	O
	drug	N	O
	merry-go	A	O
	round?	N	O
	(vicodin	N	O
	to	P	O
	lyrica	^	O
	to	P	O
	elavil	V	O
	to	P	O
	lunesta	N	O
	to	P	O
	cymbalta	V	O
	to	P	O
	lexipro	V	O
	on	P	O
	and	&	O
	on.)	P	O
	0	0	O
Sentence: 124	day	N	O
	seven	$	O
	off	P	O
	the	D	O
	baclofen	^	O
	and	&	O
	i've	L	O
	got	V	O
	cold	A	B-ADR
	sweats	N	I-ADR
	and	&	O
	constant	A	O
	insomnia...	N	B-ADR
	i'm	L	O
	running	V	O
	on	P	O
	fumes	N	O
	at	P	O
	this	D	O
	point.	N	O
	0	0	O
Sentence: 125	oh	!	O
	yay.	!	O
	ciprofloxacin	V	O
	just	R	O
	in	P	O
	time	N	O
	for	P	O
	the	D	O
	weekend.	N	O
	i	O	O
	thank	V	O
	you	O	O
	vietnam	^	O
	&	&	O
	egypt.	^	O
	alcohol,	N	O
	see	V	O
	you	O	O
	in	P	O
	7	$	O
	days.	N	O
	#sick	#	B-ADR
	0	0	O
Sentence: 126	i	O	O
	should	V	O
	just	R	O
	start	V	O
	taking	V	O
	my	D	O
	prozac	N	O
	again	R	O
	so	R	O
	i	O	O
	can	V	O
	stfu	V	O
	and	&	O
	go	V	O
	numb	A	B-ADR
	and	&	O
	maybe	R	O
	i	O	O
	won't	V	O
	cry	V	B-ADR
	anymore	R	O
	cos	P	O
	i'll	L	O
	be	V	O
	too	R	O
	fucking	R	O
	lifeless	A	O
	0	0	O
Sentence: 127	i'm	L	O
	crazy!	A	O
	gee	!	O
	i	O	O
	wonder	V	O
	why!	R	O
	thats	L	O
	it!	O	O
	i	O	O
	got	V	O
	a	D	O
	whole	A	O
	canister	N	O
	of	P	O
	seroquel	^	O
	xr!	^	O
	i'm	L	O
	going	V	O
	to	P	O
	start	V	O
	throwing	V	B-ADR
	them	O	O
	at	P	O
	higher	A	O
	educated	A	O
	people!	N	O
	0	0	O
Sentence: 128	@URL	@	O
	i	O	O
	hate	V	O
	to	P	O
	hear	V	O
	that.	D	O
	taking	V	O
	seroquel	^	O
	is	V	O
	like	P	O
	swallowing	V	O
	a	D	O
	sleeping	A	O
	pill	N	O
	when	R	O
	u	O	O
	wake	V	O
	up	T	O
	then	R	O
	trying	V	B-ADR
	to	P	I-ADR
	function	N	I-ADR
	normally	R	I-ADR
	0	0	O
Sentence: 129	took	V	O
	a	D	O
	percocet	N	B-ADR
	for	P	O
	my	D	O
	tooth.	N	O
	feel	V	O
	like	P	O
	i'm	L	O
	about	P	O
	to	P	O
	die	V	O
	cause	P	O
	of	P	O
	the	D	O
	prozac	N	O
	thats	L	O
	already	R	O
	in	P	O
	my	D	O
	system.	N	O
	apparently	R	O
	you	O	O
	can't	V	B-ADR
	take	V	I-ADR
	both.	D	I-ADR
	fml	!	O
	0	0	O
Sentence: 130	fuck	V	O
	it.	O	O
	snorting	V	O
	a	D	O
	seroquel	N	O
	so	P	O
	i	O	O
	can	V	O
	sleep	V	B-ADR
	until	P	O
	tomorrow	N	O
	0	0	O
Sentence: 131	not	R	O
	that	O	O
	anyone	N	O
	noticed,	V	O
	but	&	O
	my	D	O
	#ambienwithdrawl	N	B-ADR
	only	R	O
	lasted	V	O
	a	D	O
	few	A	O
	days.	N	O
	why?	R	O
	because	P	O
	i	O	O
	got	V	O
	another	D	O
	scrip.	N	O
	i	O	O
	need	V	O
	it	O	O
	while	P	O
	i'm	L	O
	on	P	O
	levaquin.	N	O
	0	0	O
Sentence: 132	i	O	O
	stopped	V	O
	taking	V	O
	my	D	O
	trazodone	N	O
	so	P	O
	bring	V	O
	on	P	O
	another	D	O
	sleepless	A	B-ADR
	night	N	O
	0	0	O
Sentence: 133	hopefully	R	O
	benadryl	^	O
	is	V	O
	on	P	O
	my	D	O
	side	N	O
	tonight	R	O
	and	&	O
	i	O	O
	can	V	O
	get	V	O
	some	D	O
	sleep.	N	B-ADR
	got	V	O
	a	D	O
	lozenge	N	O
	and	&	O
	dayquil	N	O
	and	&	O
	water	N	O
	on	P	O
	standby.	N	O
	0	0	O
Sentence: 134	@URL	@	O
	please	V	O
	advise	V	O
	if	P	O
	you	O	O
	know	V	O
	of	P	O
	levaquin	N	O
	toxicity/adverse	N	B-ADR
	reactions.	N	O
	i	O	O
	am	V	O
	a	D	O
	4+	$	O
	year	N	O
	sufferer	N	O
	and	&	O
	chronic	A	B-ADR
	pain	N	I-ADR
	every	D	O
	day=can	N	O
	u	O	O
	help	V	O
	0	0	O
Sentence: 135	ran	V	O
	on	P	O
	an	D	O
	antibiotic	N	B-ADR
	this	D	O
	morning	N	O
	(having	V	O
	missed	V	O
	4	$	O
	days)	N	O
	and	&	O
	my	D	O
	legs	N	B-ADR
	ache	V	I-ADR
	like	P	O
	hell,	N	O
	not	R	O
	jsut	R	O
	the	D	O
	soft	A	O
	tissue	N	O
	either.	&	O
	levofloxacin	N	O
	is	V	O
	awful!	A	O
	0	0	O
Sentence: 136	paxil	^	O
	made	V	O
	me	O	O
	suicidally	R	O
	depressed	A	O
	to	P	O
	the	D	O
	point	N	O
	where	R	O
	a	D	O
	voice	N	B-ADR
	screamed	V	O
	inside	P	O
	my	D	O
	brain	N	O
	about	P	O
	my	D	O
	own	A	O
	worthlessness	N	B-ADR
	0	0	O
Sentence: 137	starting	V	O
	paxil	^	O
	again	R	O
	was	V	O
	a	D	O
	great	A	O
	decision.	N	O
	i	O	O
	was	V	O
	hesitant,	A	O
	but	&	O
	my	D	O
	overall	A	O
	happiness	N	B-ADR
	levels	N	O
	have	V	O
	been	V	O
	so	R	O
	drastically	R	O
	improved...	V	O
	0	0	O
Sentence: 138	@URL	@	O
	yeah,it	!	O
	can	V	O
	be	V	O
	caused	V	O
	by	P	O
	swelling	V	O
	from	P	O
	around	P	O
	a	D	O
	nerve	N	O
	from	P	O
	ra,but	P	B-ADR
	the	D	O
	effexor	N	O
	causes	V	O
	shaking	V	B-ADR
	like	P	I-ADR
	ur	D	I-ADR
	cold(shivering)	A	I-ADR
	0	0	O
Sentence: 139	mann	N	O
	i've	L	O
	been	V	O
	having	V	O
	the	D	O
	munchies	^	O
	all	D	O
	day	N	O
	eatin	V	B-ADR
	weird	A	I-ADR
	shxt	N	O
	ahaha	!	O
	my	D	O
	zyprexa	N	O
	gotta	V	O
	nigga	N	O
	tearin	V	B-ADR
	up	T	I-ADR
	food	N	I-ADR
	0	0	O
Sentence: 140	@URL	@	O
	yeah,	!	O
	that	O	O
	was	V	O
	a	D	O
	great	A	O
	fucking	A	O
	year.	N	O
	that's	L	O
	when	R	O
	paxil	^	O
	entered	V	O
	my	D	O
	life,	N	O
	and	&	O
	made	V	O
	it	O	O
	worse.	A	B-ADR
	10	$	O
	years	N	O
	time	N	O
	sure	A	O
	helps,	V	O
	though.	R	O
	0	0	O
Sentence: 141	i'm	L	O
	sick	A	O
	so	P	O
	i	O	O
	had	V	O
	a	D	O
	difflam	N	O
	lozenge	N	O
	and	&	O
	now	R	O
	my	D	O
	tongue	N	B-ADR
	is	V	I-ADR
	numb	A	I-ADR
	and	&	O
	i'm	L	O
	on	P	O
	tv	N	O
	aaahhhhhh	!	O
	0	0	O
Sentence: 142	@URL	@	O
	cipro	N	O
	can	V	O
	permanently	R	O
	damage	V	B-ADR
	all	D	I-ADR
	tendons	N	I-ADR
	in	P	O
	the	D	O
	body.	N	O
	if	P	O
	you	O	O
	enjoy	V	O
	being	V	O
	able	A	O
	to	P	O
	walk,	V	B-ADR
	you	O	O
	need	V	O
	to	P	O
	find	V	O
	a	D	O
	safer	A	O
	antibiotic!	N	O
	0	0	O
Sentence: 143	@URL	@	O
	did	V	O
	you	O	O
	get	V	O
	floxed	V	O
	too?	R	O
	i've	L	O
	been	V	B-ADR
	in	P	I-ADR
	bed	N	I-ADR
	since	P	O
	2009	$	O
	thanks	N	O
	to	P	O
	just	R	O
	12	$	O
	cipro	N	O
	pills!	N	O
	they	O	O
	never	R	O
	told	V	O
	me	O	O
	this	O	O
	can	V	O
	be	V	O
	permanent!!!	A	O
	0	0	O
Sentence: 144	@URL	@	O
	@URL	@	O
	cipro	N	O
	crippled	V	B-ADR
	me.	O	O
	you	O	O
	should	V	O
	also	R	O
	stay	V	O
	away	R	O
	from	P	O
	all	D	O
	other	A	O
	antibiotics	N	B-ADR
	in	P	O
	the	D	O
	same	A	O
	class	N	O
	(levaquin,	N	O
	avelox...)	N	O
	0	0	O
Sentence: 145	@URL	@	O
	@URL	@	O
	cipro	N	O
	is	V	O
	real	R	O
	bad	A	O
	on	P	O
	your	D	O
	entire	A	O
	body!	N	O
	take	V	O
	it	O	O
	from	P	O
	me	O	O
	(on	P	O
	disability	N	B-ADR
	since	P	O
	'09	$	O
	thanks	N	O
	to	P	O
	just	R	O
	12	$	O
	pills).	N	O
	0	0	O
Sentence: 146	@URL	@	O
	it	O	O
	sucks	V	O
	being	V	O
	bipolar.	A	B-ADR
	i	O	O
	am	V	O
	taking	V	O
	geodon.	V	O
	it	O	O
	seems	V	O
	to	P	O
	work	V	O
	most	R	O
	of	P	O
	the	D	O
	time.	N	O
	i'm	L	O
	new	A	O
	to	P	O
	this.	O	O
	was	V	O
	ptsd.	N	B-ADR
	now	R	O
	bipolar	A	O
	too.	R	O
	0	0	O
Sentence: 147	plus	&	O
	this	D	O
	antibiotic	N	O
	is	V	O
	making	V	O
	me	O	O
	stupid	A	O
	and	&	O
	clumsy.	A	B-ADR
	cipro	N	O
	is	V	O
	evil	A	O
	but	&	O
	the	D	O
	fever	N	B-ADR
	is	V	O
	gone.	A	O
	0	0	O
Sentence: 148	@URL	@	O
	anybody	N	O
	know	V	O
	anything	N	O
	about	P	O
	side	N	O
	effects	N	O
	of	P	O
	venlafaxine?	^	O
	come	V	O
	off	T	O
	'em	O	O
	6wks	R	O
	ago,	R	O
	still	R	O
	feeling	V	B-ADR
	awful.	A	I-ADR
	physical	A	O
	withdrawal	N	B-ADR
	awful	A	O
	0	0	O
Sentence: 149	i	O	O
	exited	V	O
	out	P	O
	of	P	O
	my	D	O
	brother's	S	O
	bloons	N	O
	game	N	O
	and	&	O
	now	R	O
	he	O	O
	has	V	O
	fallen	V	O
	into	P	O
	a	D	O
	deep	A	O
	pit	N	O
	of	P	O
	depression.	N	B-ADR
	i	O	O
	hope	V	O
	mom	N	O
	doesn't	V	O
	make	V	O
	me	O	O
	pay	V	O
	for	P	O
	his	D	O
	prozac	N	O
	0	0	O
Sentence: 150	@URL	@	O
	seroquel,	^	O
	an	D	O
	anti-psychotic,	N	B-ADR
	usually	R	O
	for	P	O
	schiz	A	O
	people	N	O
	but	&	O
	i'm	L	O
	on	P	O
	a	D	O
	small	A	O
	dose.	N	O
	0	0	O
Sentence: 151	@URL	@	O
	er!	^	O
	struggling	V	O
	with	P	O
	diazepam	N	O
	and	&	O
	increased	V	O
	baclofen.	R	O
	back	R	B-ADR
	is	V	O
	obvs	R	O
	still	R	O
	in	P	O
	trouble	N	O
	:(	E	O
	0	0	O
Sentence: 152	@URL	@	O
	i	O	O
	found	V	O
	it	O	O
	hard	A	O
	coming	V	B-ADR
	off	T	I-ADR
	venlafaxine.	N	O
	definitely	R	O
	agree	V	O
	that	O	O
	running	V	O
	helps:	V	O
	it's	L	O
	the	D	O
	only	A	O
	thing	N	O
	that	P	O
	has	V	O
	kept	V	O
	me	O	O
